record_key,destination_key,feature_group,feature_key,feature_value,availability_level,proximity_band,display_label,evidence_summary,source_name,source_url,source_as_of_date,confidence,matching_enabled,display_enabled,notes
lf_fairhope_al_us_beach_access,fairhope-al-us,natural_setting,beach_access,DIRECT_ACCESS,NOT_APPLICABLE,IN_DESTINATION,Beach access,Mirrors existing DESTINATIONS.beach_access = DIRECT_ACCESS (Mobile Bay waterfront; Gulf beaches regional).,DESTINATIONS.beach_access (existing authoritative field),,,HIGH,NO,YES,"Mirrored value, not independently researched."
lf_fairhope_al_us_mountain_access,fairhope-al-us,natural_setting,mountain_access,NONE,NOT_APPLICABLE,NONE,Mountain access,Mirrors existing DESTINATIONS.mountain_or_ski_access = NONE.,DESTINATIONS.mountain_or_ski_access (existing authoritative field),,,HIGH,NO,YES,"Mirrored value, not independently researched."
lf_fairhope_al_us_lake_access,fairhope-al-us,natural_setting,lake_access,NOT_APPLICABLE,NONE,NOT_APPLICABLE,Lake access,"The destination's defining waterbody, Mobile Bay, is a saltwater bay/estuary rather than a freshwater lake (Wikipedia); no separate freestanding lake is documented within the destination.",Wikipedia,"https://en.wikipedia.org/wiki/Fairhope,_Alabama",,MEDIUM,YES,YES,
lf_fairhope_al_us_river_access,fairhope-al-us,natural_setting,river_access,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,River access,"No named river confirmed within the destination this pass (Fish River and Weeks Bay tributaries are regional, not city-specific, per existing PLACES day_trip framing).",,,,LOW,NO,YES,
lf_fairhope_al_us_forest_access,fairhope-al-us,natural_setting,forest_access,NOT_APPLICABLE,LIMITED,WITHIN_30_MIN,Forest / woodland access,Existing PLACES day_trip entry: Weeks Bay National Estuarine Research Reserve (regional boardwalks/coastal-ecology asset south of Fairhope).,"Batch #2 workbook (existing, untouched v3.2)",,,MEDIUM,YES,YES,Existing PLACES evidence.
lf_fairhope_al_us_desert_setting,fairhope-al-us,natural_setting,desert_setting,NOT_APPLICABLE,NONE,NOT_APPLICABLE,Desert setting,Humid subtropical (Koppen) climate; no arid/desert biome.,Wikipedia,"https://en.wikipedia.org/wiki/Fairhope,_Alabama",2026-08-27,MEDIUM,YES,YES,
lf_fairhope_al_us_countryside_access,fairhope-al-us,natural_setting,countryside_access,NOT_APPLICABLE,MODERATE,UNKNOWN,Countryside access,Baldwin County outside the city core remains largely rural/agricultural per general county character.,Wikipedia,"https://en.wikipedia.org/wiki/Fairhope,_Alabama",2026-08-27,MEDIUM,YES,YES,
lf_fairhope_al_us_snow_access,fairhope-al-us,natural_setting,snow_access,NOT_APPLICABLE,NONE,NOT_APPLICABLE,Snow / winter-scenery access,Humid subtropical Gulf Coast climate; snow is climatologically implausible.,Wikipedia,"https://en.wikipedia.org/wiki/Fairhope,_Alabama",,MEDIUM,YES,YES,
lf_fairhope_al_us_marina_access,fairhope-al-us,water_and_boating,marina_access,NOT_APPLICABLE,MODERATE,IN_DESTINATION,Marina access,Existing PLACES marina row: Fly Creek Marina area (north-side boating/water-access cluster).,"Batch #2 workbook (existing, untouched v3.2)",,,HIGH,YES,YES,"Reused directly from existing PLACES, not re-researched."
lf_fairhope_al_us_boat_launch_access,fairhope-al-us,water_and_boating,boat_launch_access,NOT_APPLICABLE,MODERATE,IN_DESTINATION,Boat ramp / launch access,Fly Creek Marina area plausibly includes public launch access; not independently itemized in existing PLACES beyond the marina entry.,"Batch #2 workbook (existing, untouched v3.2)",,,MEDIUM,YES,YES,Derived from the same existing PLACES marina row; treat as a related but separately-tracked fact.
lf_fairhope_al_us_slip_or_mooring_access,fairhope-al-us,water_and_boating,slip_or_mooring_access,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,Boat slip / mooring availability,No slip/mooring rate or capacity information found for Fly Creek Marina this pass.,,,,LOW,NO,YES,
lf_fairhope_al_us_powerboating_access,fairhope-al-us,water_and_boating,powerboating_access,NOT_APPLICABLE,MODERATE,IN_DESTINATION,Powerboating,Fly Creek Marina area supports Mobile Bay powerboat access.,"Batch #2 workbook (existing, untouched v3.2)",,,MEDIUM,YES,YES,Existing PLACES evidence.
lf_fairhope_al_us_sailing_access,fairhope-al-us,water_and_boating,sailing_access,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,Sailing,"No sailing club/operator specifically confirmed this pass, though Mobile Bay is a regionally known sailing area.",,,,LOW,NO,YES,
lf_fairhope_al_us_fishing_access,fairhope-al-us,water_and_boating,fishing_access,NOT_APPLICABLE,MODERATE,IN_DESTINATION,Fishing access,"Fly Creek Marina area and North Beach Park (bayfront, birding/recreation) both support Mobile Bay fishing access.","Batch #2 workbook (existing, untouched v3.2)",,,MEDIUM,YES,YES,Existing PLACES evidence.
lf_fairhope_al_us_kayaking_access,fairhope-al-us,water_and_boating,kayaking_access,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,Kayaking,"No confirmed outfitter this pass, though Mobile Bay/Weeks Bay Reserve are plausible venues.",,,,LOW,NO,YES,
lf_fairhope_al_us_paddleboarding_access,fairhope-al-us,water_and_boating,paddleboarding_access,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,Paddleboarding,No confirmed outfitter this pass.,,,,LOW,NO,YES,
lf_fairhope_al_us_swimming_access,fairhope-al-us,water_and_boating,swimming_access,NOT_APPLICABLE,LIMITED,IN_DESTINATION,Swimming access,"Mobile Bay water quality/swimming suitability directly at Fairhope was not specifically confirmed this pass; Gulf beaches (Gulf Shores/Orange Beach, existing PLACES day_trip entry) are regional, not in-town.",,,,LOW,NO,YES,
lf_fairhope_al_us_surfing_access,fairhope-al-us,water_and_boating,surfing_access,NOT_APPLICABLE,NONE,NOT_APPLICABLE,Surfing,"Mobile Bay is a sheltered, shallow estuary rather than an open-ocean coastline (Wikipedia); surfing requires ocean swell, which is definitionally not present in a sheltered bay.",Inferred from confirmed Mobile Bay estuary geography,"https://en.wikipedia.org/wiki/Fairhope,_Alabama",,MEDIUM,YES,YES,
lf_fairhope_al_us_scuba_snorkeling_access,fairhope-al-us,water_and_boating,scuba_snorkeling_access,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,Scuba diving / snorkeling,No dive site/operator identified; Mobile Bay water clarity is not generally documented as dive-suitable.,,,,LOW,NO,YES,
lf_fairhope_al_us_golf_access,fairhope-al-us,outdoor_recreation,golf_access,NOT_APPLICABLE,STRONG,IN_DESTINATION,Golf access,Existing PLACES golf rows: Quail Creek Golf Course (city-owned 18-hole public) and Rock Creek Golf Club.,"Batch #2 workbook (existing, untouched v3.2)",,,HIGH,YES,YES,"Reused directly from existing PLACES, not re-researched."
lf_fairhope_al_us_pickleball_access,fairhope-al-us,outdoor_recreation,pickleball_access,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,Pickleball,"Pickleball is widely reported as popular in the broader Baldwin County/Eastern Shore area, but no destination-specific court/club was confirmed in this research pass; recommended as a priority follow-up given regional reputation.",,,,LOW,NO,YES,
lf_fairhope_al_us_tennis_access,fairhope-al-us,outdoor_recreation,tennis_access,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,Tennis,"No destination-specific court/club confirmed this pass, though municipal courts are plausible given the city's recreation department.",,,,LOW,NO,YES,
lf_fairhope_al_us_skiing_snowboarding_access,fairhope-al-us,outdoor_recreation,skiing_snowboarding_access,NOT_APPLICABLE,NONE,NOT_APPLICABLE,Skiing / snowboarding,Humid subtropical Gulf Coast climate (Wikipedia) with no sub-freezing winter temperatures or snowfall; a ski facility is not climatically feasible.,Wikipedia,"https://en.wikipedia.org/wiki/Fairhope,_Alabama",,MEDIUM,YES,YES,
lf_fairhope_al_us_hiking_access,fairhope-al-us,outdoor_recreation,hiking_access,NOT_APPLICABLE,LIMITED,IN_DESTINATION,Hiking,"Existing PLACES entries (Henry George Park bluff/picnic lawn, North Beach Park) support walking more than rugged hiking.","Batch #2 workbook (existing, untouched v3.2)",,,MEDIUM,YES,YES,Existing PLACES evidence.
lf_fairhope_al_us_trail_access,fairhope-al-us,outdoor_recreation,trail_access,NOT_APPLICABLE,MODERATE,IN_DESTINATION,Walking / multi-use trails,Existing PLACES trail row: Eastern Shore Trail (regional walking/biking corridor through Fairhope).,"Batch #2 workbook (existing, untouched v3.2)",,,HIGH,YES,YES,Reused directly from existing PLACES.
lf_fairhope_al_us_road_cycling_access,fairhope-al-us,outdoor_recreation,road_cycling_access,NOT_APPLICABLE,MODERATE,IN_DESTINATION,Road cycling,Eastern Shore Trail supports road/multi-use cycling through the city.,"Batch #2 workbook (existing, untouched v3.2)",,,MEDIUM,YES,YES,Existing PLACES evidence.
lf_fairhope_al_us_mountain_biking_access,fairhope-al-us,outdoor_recreation,mountain_biking_access,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,Mountain biking,No dedicated mountain-bike trail system confirmed this pass.,,,,LOW,NO,YES,
lf_fairhope_al_us_hunting_access,fairhope-al-us,outdoor_recreation,hunting_access,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,Recreational hunting access (general/regional only),"No destination-specific confirmation sought or found (general lawful access only, no licensing detail recorded).",,,,LOW,NO,YES,
lf_fairhope_al_us_parks_open_space_access,fairhope-al-us,outdoor_recreation,parks_open_space_access,NOT_APPLICABLE,STRONG,IN_DESTINATION,Parks & open space,"Existing PLACES park rows: Henry George Park, North Beach Park, Fairhope Soccer Complex/Volanta Park.","Batch #2 workbook (existing, untouched v3.2)",,,HIGH,YES,YES,Reused directly from existing PLACES.
lf_fairhope_al_us_arts_culture_strength,fairhope-al-us,culture_and_daily_life,arts_culture_strength,NOT_APPLICABLE,MODERATE,NOT_APPLICABLE,Arts & culture strength,"Existing PLACES rows: arts, attraction, bookstore, library, museum categories.","Batch #2 workbook (existing, untouched v3.2)",,,HIGH,YES,YES,Existing PLACES evidence.
lf_fairhope_al_us_dining_strength,fairhope-al-us,culture_and_daily_life,dining_strength,NOT_APPLICABLE,MODERATE,NOT_APPLICABLE,Dining,Existing PLACES restaurant rows.,"Batch #2 workbook (existing, untouched v3.2)",,,HIGH,YES,YES,Existing PLACES evidence.
lf_fairhope_al_us_farmers_market_access,fairhope-al-us,culture_and_daily_life,farmers_market_access,NOT_APPLICABLE,MODERATE,IN_DESTINATION,Farmers markets,Existing PLACES market rows: Provision (cafe/wine/specialty market) and Fairhope Farmers Market.,"Batch #2 workbook (existing, untouched v3.2)",,,HIGH,YES,YES,Existing PLACES evidence.
