record_key,destination_key,feature_group,feature_key,feature_value,availability_level,proximity_band,display_label,evidence_summary,source_name,source_url,source_as_of_date,confidence,matching_enabled,display_enabled,notes
lf_queenstown_nz_tourism_seasonality,queenstown-nz,community_form,tourism_seasonality,HIGH_SEASONALITY,NOT_APPLICABLE,NOT_APPLICABLE,Tourist-season variability,"Distinct ski-season (winter) and summer adventure-tourism peaks are documented, along with tourism-driven housing/rental pressure.",Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,
lf_queenstown_nz_coastal_setting,queenstown-nz,natural_setting,coastal_setting,NOT_APPLICABLE,NONE,NOT_APPLICABLE,Coastal setting,An inland alpine lake town with no ocean access.,Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,"This is not contradictory with the mirrored beach_access field below - coastal_setting specifically addresses ocean/sea access, while the existing beach_access enum does not itself distinguish ocean beaches from lake-shore beaches."
lf_queenstown_nz_beach_access,queenstown-nz,natural_setting,beach_access,DIRECT_ACCESS,NOT_APPLICABLE,IN_DESTINATION,Beach access,Mirrors existing DESTINATIONS.beach_access = DIRECT_ACCESS.,DESTINATIONS.beach_access (existing authoritative field),,,HIGH,NO,YES,"Mirrored value, not independently researched. Likely reflects Lake Wakatipu shoreline/Queenstown Bay beach access rather than an ocean coastline; see coastal_setting for the clarifying distinction."
lf_queenstown_nz_mountain_access,queenstown-nz,natural_setting,mountain_access,SKI_RESORT_ACCESS,NOT_APPLICABLE,WITHIN_30_MIN,Mountain access,Mirrors existing DESTINATIONS.mountain_or_ski_access = SKI_RESORT_ACCESS.,DESTINATIONS.mountain_or_ski_access (existing authoritative field),,,HIGH,NO,YES,"Mirrored value, not independently researched."
lf_queenstown_nz_lake_access,queenstown-nz,natural_setting,lake_access,NOT_APPLICABLE,STRONG,IN_DESTINATION,Lake access,"The town sits directly on Lake Wakatipu, New Zealand's longest lake (80km) and third-largest by area.",Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,
lf_queenstown_nz_river_access,queenstown-nz,natural_setting,river_access,NOT_APPLICABLE,MODERATE,WITHIN_30_MIN,River access,The Kawarau River drains Lake Wakatipu approximately 8km east of town; the Shotover and Kawarau rivers are documented sites for river-surfing and other water activities.,Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,
lf_queenstown_nz_forest_access,queenstown-nz,natural_setting,forest_access,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,Forest / woodland access,The surrounding landscape is documented as predominantly alpine/tussock terrain; a specific named forest was not confirmed this pass.,,,,LOW,NO,YES,
lf_queenstown_nz_desert_setting,queenstown-nz,natural_setting,desert_setting,NOT_APPLICABLE,NONE,NOT_APPLICABLE,Desert setting,Oceanic climate (Koppen Cfb); no arid/desert biome.,Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,
lf_queenstown_nz_countryside_access,queenstown-nz,natural_setting,countryside_access,NOT_APPLICABLE,MODERATE,WITHIN_30_MIN,Countryside access,Nearby Central Otago is a documented wine/agriculture region.,Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,
lf_queenstown_nz_snow_access,queenstown-nz,natural_setting,snow_access,NOT_APPLICABLE,STRONG,IN_DESTINATION,Snow / winter-scenery access,"Regular winter snowfall is documented in the town's climate description, plus four major ski fields in the surrounding area.",Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,
lf_queenstown_nz_marina_access,queenstown-nz,water_and_boating,marina_access,NOT_APPLICABLE,LIMITED,IN_DESTINATION,Marina access,"Queenstown Bay hosts the TSS Earnslaw heritage steamship wharf and other lake-cruise infrastructure, though no facility was specifically documented as a named 'marina' this pass.",Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,
lf_queenstown_nz_boat_launch_access,queenstown-nz,water_and_boating,boat_launch_access,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,Boat ramp / launch access,No public boat ramp specifically confirmed this pass.,,,,LOW,NO,YES,
lf_queenstown_nz_slip_or_mooring_access,queenstown-nz,water_and_boating,slip_or_mooring_access,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,Boat slip / mooring availability,No slip/mooring facility specifically confirmed this pass.,,,,LOW,NO,YES,
lf_queenstown_nz_powerboating_access,queenstown-nz,water_and_boating,powerboating_access,NOT_APPLICABLE,MODERATE,IN_DESTINATION,Powerboating,'Jetboat' rides are explicitly listed among the town's adventure-tourism activities.,Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,
lf_queenstown_nz_sailing_access,queenstown-nz,water_and_boating,sailing_access,NOT_APPLICABLE,LIMITED,IN_DESTINATION,Sailing,"A rowing club (Whakatipu Rowing Club) is documented on the lake, indicating organized on-water club culture; no dedicated sailing club was specifically confirmed.",Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,
lf_queenstown_nz_fishing_access,queenstown-nz,water_and_boating,fishing_access,NOT_APPLICABLE,STRONG,IN_DESTINATION,Fishing access,"'Fly fishing' is explicitly listed among adventure-tourism activities, and Lake Wakatipu is documented to hold brown trout, salmon and rainbow trout populations.",Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,
lf_queenstown_nz_kayaking_access,queenstown-nz,water_and_boating,kayaking_access,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,Kayaking,"Not specifically named among the documented recreation list this pass (jetboat, river-surf, scuba/snorkel, canyoning, fly fishing were named; kayaking was not).",,,,LOW,NO,YES,
lf_queenstown_nz_paddleboarding_access,queenstown-nz,water_and_boating,paddleboarding_access,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,Paddleboarding,No evidence found either way.,,,,LOW,NO,NO,
lf_queenstown_nz_swimming_access,queenstown-nz,water_and_boating,swimming_access,NOT_APPLICABLE,MODERATE,IN_DESTINATION,Swimming access,"Lake swimming is documented (including notable long-distance lake swims), though the alpine lake water is cold and full-lake swims are treated as an extreme sporting feat rather than casual recreation.",Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,"Distinguish casual lakeside swimming (plausible, not separately itemized) from documented extreme/endurance swims."
lf_queenstown_nz_surfing_access,queenstown-nz,water_and_boating,surfing_access,NOT_APPLICABLE,MODERATE,WITHIN_30_MIN,Surfing,'River-surf' is explicitly listed among the area's adventure-tourism activities.,Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,
lf_queenstown_nz_scuba_snorkeling_access,queenstown-nz,water_and_boating,scuba_snorkeling_access,NOT_APPLICABLE,MODERATE,IN_DESTINATION,Scuba diving / snorkeling,"'Scuba diving or snorkeling in a river, bridge wreck, or in Lake Wakatipu' is explicitly listed under Sports and recreation.",Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,
lf_queenstown_nz_golf_access,queenstown-nz,outdoor_recreation,golf_access,NOT_APPLICABLE,STRONG,IN_DESTINATION,Golf access,"Existing PLACES golf rows (Millbrook Resort, Jack's Point, Queenstown Golf Club) directly corroborated by Wikipedia's listing of the same three courses.","Batch #1 workbook (existing, untouched v3.2)",,,HIGH,YES,YES,"Existing PLACES evidence, corroborated."
lf_queenstown_nz_pickleball_access,queenstown-nz,outdoor_recreation,pickleball_access,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,Pickleball,No evidence found either way.,,,,LOW,NO,NO,
lf_queenstown_nz_tennis_access,queenstown-nz,outdoor_recreation,tennis_access,NOT_APPLICABLE,MODERATE,IN_DESTINATION,Tennis,A tennis club is documented at Queenstown Gardens.,Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,
lf_queenstown_nz_skiing_snowboarding_access,queenstown-nz,outdoor_recreation,skiing_snowboarding_access,NOT_APPLICABLE,STRONG,WITHIN_30_MIN,Skiing / snowboarding,"Four major ski fields (Coronet Peak, The Remarkables, Cardrona Alpine Resort, Treble Cone) plus cross-country skiing at Waiorau Snow Farm are documented, exceeding the two courses already in existing PLACES.",Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,Existing PLACES already lists Coronet Peak and The Remarkables; Wikipedia confirms two additional named ski fields.
lf_queenstown_nz_hiking_access,queenstown-nz,outdoor_recreation,hiking_access,NOT_APPLICABLE,STRONG,IN_DESTINATION,Hiking,"Existing PLACES trail rows (Ben Lomond, Queenstown Hill, Frankton Track) plus Wikipedia-confirmed Routeburn Track, one of New Zealand's official 'Great Walks'.","Batch #1 workbook (existing, untouched v3.2)",,,HIGH,YES,YES,Existing PLACES evidence plus Wikipedia corroboration. Routeburn Track trailhead is regional/further from town than the in-town tracks; see proposed places.
lf_queenstown_nz_trail_access,queenstown-nz,outdoor_recreation,trail_access,NOT_APPLICABLE,STRONG,IN_DESTINATION,Walking / multi-use trails,"The Queenstown Trail and Skippers Road are explicitly documented as popular walking, running and mountain-biking tracks.",Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,
lf_queenstown_nz_road_cycling_access,queenstown-nz,outdoor_recreation,road_cycling_access,NOT_APPLICABLE,STRONG,IN_DESTINATION,Road cycling,An annual Queenstown Bike Festival and the multi-use Queenstown Trail are both explicitly documented.,Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,
lf_queenstown_nz_mountain_biking_access,queenstown-nz,outdoor_recreation,mountain_biking_access,NOT_APPLICABLE,STRONG,IN_DESTINATION,Mountain biking,"Mountain biking is repeatedly and explicitly documented as a defining local activity, with named trails (Queenstown Trail, Skippers Road) and an annual dedicated bike festival.",Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,
lf_queenstown_nz_hunting_access,queenstown-nz,outdoor_recreation,hunting_access,NOT_APPLICABLE,UNKNOWN,NOT_APPLICABLE,Recreational hunting access (general/regional only),No destination-specific confirmation sought or found.,,,,LOW,NO,YES,
lf_queenstown_nz_parks_open_space_access,queenstown-nz,outdoor_recreation,parks_open_space_access,NOT_APPLICABLE,STRONG,IN_DESTINATION,Parks & open space,"Existing PLACES park entry (Queenstown Gardens), corroborated by Wikipedia's documentation of tennis/cricket/netball/rugby clubs located there.","Batch #1 workbook (existing, untouched v3.2)",,,HIGH,YES,YES,"Existing PLACES evidence, corroborated."
lf_queenstown_nz_arts_culture_strength,queenstown-nz,culture_and_daily_life,arts_culture_strength,NOT_APPLICABLE,MODERATE,NOT_APPLICABLE,Arts & culture strength,Historic church buildings and a documented film-location heritage were found; no major dedicated art museum was confirmed this pass.,Wikipedia,"https://en.wikipedia.org/wiki/Queenstown,_New_Zealand",2026-08-27,MEDIUM,YES,YES,
lf_queenstown_nz_dining_strength,queenstown-nz,culture_and_daily_life,dining_strength,NOT_APPLICABLE,MODERATE,NOT_APPLICABLE,Dining,Existing PLACES restaurant rows.,"Batch #1 workbook (existing, untouched v3.2)",,,HIGH,YES,YES,Existing PLACES evidence.
lf_queenstown_nz_nightlife_strength,queenstown-nz,culture_and_daily_life,nightlife_strength,NOT_APPLICABLE,MODERATE,NOT_APPLICABLE,Nightlife,Existing PLACES nightlife category rows plus the documented central Queenstown Mall entertainment/shopping precinct.,"Batch #1 workbook (existing, untouched v3.2)",,,MEDIUM,YES,YES,Existing PLACES evidence plus Wikipedia corroboration.
